GO-term	Name	Category	P-value	ProteinAccessions	ProteinNames
GO:0051649	establishment of localization in cell	biological_process	0.010065228237263649	O94973|P62330|P05026|P49454|Q96CW1|Q08379|Q14789|P14735|Q9P0L2|P61006|Q99567|P52948|P50897|P62820|P61019|P51148|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|O14745|O75439|P61970|Q9Y4L1|O95391|P61916|P61026|Q13438|Q12907|O14975|Q9NP72|Q10713|Q8TEM1|Q96JC1|P37198|Q9UH99|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q9UJZ1|Q7Z5G4|P61106|Q7Z3B4|Q96SN8|Q9H270|Q9H173|Q9BQQ3|Q9HAV7|Q96DA6|Q2T9J0|	AP2A2|ARF6|ATP1B1|CENPF|AP2M1|GOLGA2|GOLGB1|IDE|MARK1|RAB8A|NUP88|NUP98|PPT1|RAB1A|RAB2A|RAB5C|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|SLC9A3R1|PMPCB|NUTF2|HYOU1|SLU7|NPC2|RAB10|OS9|LMAN2|SLC27A2|RAB18|PMPCA|NUP210|VPS39|NUP62|SUN2|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|STOML2|GOLGA7|RAB14|NUP54|CDK5RAP2|VPS11|SIL1|GORASP1|GRPEL1|DNAJC19|TYSND1|
GO:0051650	establishment of vesicle localization	biological_process	0.0033605461663601855	Q08379|P62820|O00203|Q9BQQ3|	GOLGA2|RAB1A|AP3B1|GORASP1|
GO:0051651	maintenance of location in cell	biological_process	0.5938024080403933	Q99996|Q13438|Q9UH99|	AKAP9|OS9|SUN2|
GO:0051656	establishment of organelle localization	biological_process	0.02710272532130723	Q15904|P49454|Q08379|Q9P0L2|Q99567|P62820|O00203|O14745|P37198|Q9UH99|Q96SN8|Q9BQQ3|	ATP6AP1|CENPF|GOLGA2|MARK1|NUP88|RAB1A|AP3B1|SLC9A3R1|NUP62|SUN2|CDK5RAP2|GORASP1|
GO:0051668	localization within membrane	biological_process	0.004956075507013374	P05026|P61006|P62820|P11233|	ATP1B1|RAB8A|RAB1A|RALA|
GO:0051674	localization of cell	biological_process	0.004047946925184156	P61586|P05026|Q7KZI7|P55085|P05556|Q9P0L2|P62820|Q9UH99|Q9NQC3|Q4KMQ2|	RHOA|ATP1B1|MARK2|F2RL1|ITGB1|MARK1|RAB1A|SUN2|RTN4|ANO6|
GO:0051701	interaction with host	biological_process	0.10579091461789708	P14735|P05556|P51149|	IDE|ITGB1|RAB7A|
GO:0051704	multi-organism process	biological_process	0.006151481453724556	O94973|P61586|Q96CW1|P19784|P27105|P55085|Q92769|P14735|P05556|Q08431|Q99567|P52948|P09884|P17612|P62820|Q92900|P25440|Q15056|P51149|P35658|Q13617|P78406|O76061|Q13546|A7MCY6|Q14157|P62877|O43823|Q96CW5|P61916|Q8TEM1|O60885|P37198|Q9UHD2|P61106|Q7Z3B4|Q9NQT4|	AP2A2|RHOA|AP2M1|CSNK2A2|STOM|F2RL1|HDAC2|IDE|ITGB1|MFGE8|NUP88|NUP98|POLA1|PRKACA|RAB1A|UPF1|BRD2|EIF4H|RAB7A|NUP214|CUL2|RAE1|STC2|RIPK1|TBKBP1|UBAP2L|RBX1|AKAP8|TUBGCP3|NPC2|NUP210|BRD4|NUP62|TBK1|RAB14|NUP54|EXOSC5|
GO:0051707	response to other organism	biological_process	0.4851638325361082	P61586|P55085|Q92769|P62820|Q92900|O43823|P61916|Q9UHD2|P61106|Q9NQT4|	RHOA|F2RL1|HDAC2|RAB1A|UPF1|AKAP8|NPC2|TBK1|RAB14|EXOSC5|
GO:0051716	cellular response to stimulus	biological_process	0.009671542473896464	O94973|Q08117|P61586|P05026|P38606|Q15904|Q96CW1|P12109|P19784|P67870|P26358|Q7KZI7|P55085|P35555|P62873|P63218|P13984|Q92769|P09601|P14735|P05556|Q9P0L2|P27448|P61006|Q9HCE1|O95613|P09884|P16435|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P35241|Q92900|Q04724|Q04726|O76024|P51149|Q13617|P78406|O76061|Q13546|O14745|Q9UN86|P62877|Q99996|Q13283|Q9H4P4|O43823|Q9Y4L1|O95391|P61026|Q13438|O14578|Q9NP72|Q9BS26|O60885|P37198|Q9NY61|Q96DZ1|Q9UHD2|Q9UJZ1|P61106|Q86YT6|Q9H773|Q8TAD8|Q8IWF2|Q9BZQ6|Q4KMQ2|	AP2A2|AES|RHOA|ATP1B1|ATP6V1A|ATP6AP1|AP2M1|COL6A1|CSNK2A2|CSNK2B|DNMT1|MARK2|F2RL1|FBN1|GNB1|GNG5|GTF2F2|HDAC2|HMOX1|IDE|ITGB1|MARK1|MARK3|RAB8A|MOV10|PCNT|POLA1|POR|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RDX|UPF1|TLE1|TLE3|WFS1|RAB7A|CUL2|RAE1|STC2|RIPK1|SLC9A3R1|G3BP2|RBX1|AKAP9|G3BP1|RNF41|AKAP8|HYOU1|SLU7|RAB10|OS9|CIT|RAB18|ERP44|BRD4|NUP62|AATF|ERLEC1|TBK1|STOML2|RAB14|MIB1|DCTPP1|SNIP1|FOXRED2|EDEM3|ANO6|
GO:0051726	regulation of cell cycle	biological_process	1.57797668888027E-5	P61586|P49454|P19784|P05556|O95613|P17612|P31323|P35241|P35658|Q13617|P78406|O14745|Q66GS9|P62877|Q99996|Q7Z7A1|O14578|O95684|Q9BV73|Q9Y2I6|O60885|P37198|Q9NY61|Q9NXK8|Q96SN8|	RHOA|CENPF|CSNK2A2|ITGB1|PCNT|PRKACA|PRKAR2B|RDX|NUP214|CUL2|RAE1|SLC9A3R1|CEP135|RBX1|AKAP9|CNTRL|CIT|FGFR1OP|CEP250|NINL|BRD4|NUP62|AATF|FBXL12|CDK5RAP2|
GO:0051781	positive regulation of cell division	biological_process	0.017663661769845344	P61586|O14578|P37198|	RHOA|CIT|NUP62|
GO:0051783	regulation of nuclear division	biological_process	0.2703766711819732	P49454|P37198|Q96SN8|	CENPF|NUP62|CDK5RAP2|
GO:0051896	regulation of protein kinase B signaling	biological_process	0.014437697720659228	P05556|O14745|Q9H4P4|Q9NQC3|	ITGB1|SLC9A3R1|RNF41|RTN4|
GO:0051924	regulation of calcium ion transport	biological_process	0.005420920062960871	P61586|P05026|P17612|O76024|O76061|	RHOA|ATP1B1|PRKACA|WFS1|STC2|
GO:0051960	regulation of nervous system development	biological_process	0.0066471679580125285	P62330|P61586|Q7KZI7|Q92769|Q9P0L2|P17612|O75592|Q8N4C6|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|	ARF6|RHOA|MARK2|HDAC2|MARK1|PRKACA|MYCBP2|NIN|CDK5RAP2|RTN4|MIB1|GORASP1|
GO:0051961	negative regulation of nervous system development	biological_process	0.0017872118107243712	P62330|P61586|Q92769|P17612|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|	ARF6|RHOA|HDAC2|PRKACA|CDK5RAP2|RTN4|MIB1|GORASP1|
GO:0051962	positive regulation of nervous system development	biological_process	0.19083566892832424	P61586|Q7KZI7|Q92769|Q8N4C6|	RHOA|MARK2|HDAC2|NIN|
GO:0051983	regulation of chromosome segregation	biological_process	0.2703766711819732	P49454|P19784|Q96SN8|	CENPF|CSNK2A2|CDK5RAP2|
GO:0052547	regulation of peptidase activity	biological_process	0.10579091461789708	P61586|P16435|Q13546|	RHOA|POR|RIPK1|
GO:0052548	regulation of endopeptidase activity	biological_process	0.10579091461789708	P61586|P16435|Q13546|	RHOA|POR|RIPK1|
GO:0055029	nuclear DNA-directed RNA polymerase complex	cellular_component	9.800823918495554E-4	P13984|P09884|P49642|P49643|Q14181|	GTF2F2|POLA1|PRIM1|PRIM2|POLA2|
GO:0055037	recycling endosome	cellular_component	7.171667251941575E-4	P62330|P05556|P61006|P61026|P61106|	ARF6|ITGB1|RAB8A|RAB10|RAB14|
GO:0055038	recycling endosome membrane	cellular_component	0.0014689080951179297	P62330|P61006|P61026|P61106|	ARF6|RAB8A|RAB10|RAB14|
GO:0055065	metal ion homeostasis	biological_process	0.5831264612514635	P05026|P38606|Q15904|P55085|P62873|P09601|P17612|P52306|O76024|O76061|Q9UJZ1|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|PRKACA|RAP1GDS1|WFS1|STC2|STOML2|
GO:0055067	monovalent inorganic cation homeostasis	biological_process	0.6195005239237004	P05026|Q15904|P50897|P51149|	ATP1B1|ATP6AP1|PPT1|RAB7A|
GO:0055072	iron ion homeostasis	biological_process	0.510033481788937	P38606|Q15904|P09601|	ATP6V1A|ATP6AP1|HMOX1|
GO:0055074	calcium ion homeostasis	biological_process	0.18676038078280083	P05026|P55085|P62873|P17612|P52306|O76024|O76061|Q9UJZ1|	ATP1B1|F2RL1|GNB1|PRKACA|RAP1GDS1|WFS1|STC2|STOML2|
GO:0055076	transition metal ion homeostasis	biological_process	0.510033481788937	P38606|Q15904|P09601|	ATP6V1A|ATP6AP1|HMOX1|
GO:0055080	cation homeostasis	biological_process	0.6794544758846011	P05026|P38606|Q15904|P55085|P62873|P09601|P50897|P17612|P52306|O76024|P51149|O76061|Q9UJZ1|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|PPT1|PRKACA|RAP1GDS1|WFS1|RAB7A|STC2|STOML2|
GO:0055082	cellular chemical homeostasis	biological_process	0.5567452952842848	P05026|P38606|Q15904|P55085|P62873|P09601|P50897|P17612|P52306|O76024|P51149|O76061|O14745|Q9UJZ1|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|PPT1|PRKACA|RAP1GDS1|WFS1|RAB7A|STC2|SLC9A3R1|STOML2|
GO:0055085	transmembrane transport	biological_process	0.8672615344073971	P05026|P38606|Q15904|P09132|P61011|O76094|O75439|Q13438|Q96S66|Q10713|P62072|Q9Y5J7|Q96DZ1|Q9UJZ1|Q8IWA5|Q9HAV7|Q96DA6|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|SRP19|SRP54|SRP72|PMPCB|OS9|CLCC1|PMPCA|TIMM10|TIMM9|ERLEC1|STOML2|SLC44A2|GRPEL1|DNAJC19|ANO6|
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	0.9889328117117983	P61586|P05026|P38606|O95573|Q9Y6M9|P50897|O75439|Q9UDR5|Q9UJZ1|Q9Y375|Q9H773|	RHOA|ATP1B1|ATP6V1A|ACSL3|NDUFB9|PPT1|PMPCB|AASS|STOML2|NDUFAF1|DCTPP1|
GO:0055114	oxidation-reduction process	biological_process	0.9984811527885675	P11310|P00387|P13804|P55789|P09601|Q9Y6M9|O00469|P16435|O00116|O75439|Q9UDR5|O14975|Q9H845|Q9Y375|Q9BQ95|Q5VT66|Q8IWF2|Q9H7Z7|O43169|Q8N183|	ACADM|CYB5R3|ETFA|GFER|HMOX1|NDUFB9|PLOD2|POR|AGPS|PMPCB|AASS|SLC27A2|ACAD9|NDUFAF1|ECSIT|MARC1|FOXRED2|PTGES2|CYB5B|NDUFAF2|
GO:0055117	regulation of cardiac muscle contraction	biological_process	0.005483653277737073	P05026|P17612|Q99996|	ATP1B1|PRKACA|AKAP9|
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	biological_process	0.010116491878262655	O94973|P61586|Q96CW1|	AP2A2|RHOA|AP2M1|
GO:0060089	molecular transducer activity	molecular_function	0.017663661769845344	P55085|P05556|P17612|	F2RL1|ITGB1|PRKACA|
GO:0060090	molecular adaptor activity	molecular_function	0.029419016654363854	O94973|Q96CW1|Q9H270|	AP2A2|AP2M1|VPS11|
GO:0060191	regulation of lipase activity	biological_process	0.510033481788937	P61586|P16435|P50897|	RHOA|POR|PPT1|
GO:0060205	cytoplasmic vesicle lumen	cellular_component	3.7745528336715587E-4	P67870|P00387|P06280|Q99519|Q92820|Q9Y4L1|P61916|Q9BS26|Q9H7Z7|	CSNK2B|CYB5R3|GLA|NEU1|GGH|HYOU1|NPC2|ERP44|PTGES2|
GO:0060249	anatomical structure homeostasis	biological_process	9.800823918495554E-4	P09884|P49642|P49643|Q92900|Q14181|	POLA1|PRIM1|PRIM2|UPF1|POLA2|
GO:0060255	regulation of macromolecule metabolic process	biological_process	0.698331541662267	Q08117|P61586|P05026|Q15904|P49454|P19784|P67870|P26358|Q7KZI7|P55085|P35555|Q08379|Q14789|P13984|Q92769|P09601|P14735|Q9HCE1|P52948|P09884|P16435|P17612|P13861|P31323|P62820|P35241|Q92900|P25440|Q04724|Q04726|Q15056|O76024|O75534|P51149|P35658|Q13617|O76061|Q13546|Q13310|O14745|Q9UN86|P62877|Q99996|Q9H4P4|O43823|Q13438|O95684|Q96B26|O75592|Q92552|Q92615|Q13868|O60885|P37198|Q9Y3U8|Q8NEJ9|Q9NY61|P11940|Q96DZ1|Q9UHD2|Q9UJZ1|Q9NQT5|Q96SN8|Q9H270|Q9NQT4|Q9BQQ3|Q9C0D3|Q8TAD8|Q9H7Z7|	AES|RHOA|ATP1B1|ATP6AP1|CENPF|CSNK2A2|CSNK2B|DNMT1|MARK2|F2RL1|FBN1|GOLGA2|GOLGB1|GTF2F2|HDAC2|HMOX1|IDE|MOV10|NUP98|POLA1|POR|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RDX|UPF1|BRD2|TLE1|TLE3|EIF4H|WFS1|CSDE1|RAB7A|NUP214|CUL2|STC2|RIPK1|PABPC4|SLC9A3R1|G3BP2|RBX1|AKAP9|RNF41|AKAP8|OS9|FGFR1OP|EXOSC8|MYCBP2|MRPS27|LARP4B|EXOSC2|BRD4|NUP62|RPL36|NGDN|AATF|PABPC1|ERLEC1|TBK1|STOML2|EXOSC3|CDK5RAP2|VPS11|EXOSC5|GORASP1|ZYG11B|SNIP1|PTGES2|
GO:0060271	cilium assembly	biological_process	6.385248367403085E-11	P61006|O95613|P17612|P31323|Q66GS9|Q99996|Q7Z7A1|O95684|Q9BV73|Q9Y2I6|Q96SN8|	RAB8A|PCNT|PRKACA|PRKAR2B|CEP135|AKAP9|CNTRL|FGFR1OP|CEP250|NINL|CDK5RAP2|
GO:0060284	regulation of cell development	biological_process	0.03794178653371744	P62330|P61586|Q15904|Q7KZI7|P35555|Q92769|Q9P0L2|O75592|Q8N4C6|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|	ARF6|RHOA|ATP6AP1|MARK2|FBN1|HDAC2|MARK1|MYCBP2|NIN|CDK5RAP2|RTN4|MIB1|GORASP1|
GO:0060322	head development	biological_process	0.18981194855412273	P61586|P49454|P19784|O95573|P05556|P50897|Q9NP72|Q9UH99|Q8N4C6|Q96SN8|Q9NQC3|	RHOA|CENPF|CSNK2A2|ACSL3|ITGB1|PPT1|RAB18|SUN2|NIN|CDK5RAP2|RTN4|
GO:0060341	regulation of cellular localization	biological_process	0.005638565160009246	P62330|Q96CW1|P19784|P27105|O95573|P09601|P05556|O95613|P17612|P35241|P35658|P61970|Q13438|Q9BV73|P37198|Q96DZ1|Q7Z3B4|Q9H270|Q9NQC3|Q8N183|Q96HR9|	ARF6|AP2M1|CSNK2A2|STOM|ACSL3|HMOX1|ITGB1|PCNT|PRKACA|RDX|NUP214|NUTF2|OS9|CEP250|NUP62|ERLEC1|NUP54|VPS11|RTN4|NDUFAF2|REEP6|
GO:0060348	bone development	biological_process	0.10242685396246473	P61586|P12109|Q4KMQ2|	RHOA|COL6A1|ANO6|
GO:0060429	epithelium development	biological_process	5.8579482360963E-4	P61586|P67870|P55085|Q92769|P17612|P11233|P35241|O14745|P61026|Q86YT6|	RHOA|CSNK2B|F2RL1|HDAC2|PRKACA|RALA|RDX|SLC9A3R1|RAB10|MIB1|
GO:0060491	regulation of cell projection assembly	biological_process	0.00701751291606698	P62330|P55085|P11233|P35241|Q66GS9|	ARF6|F2RL1|RALA|RDX|CEP135|
GO:0060548	negative regulation of cell death	biological_process	0.8417705280998373	P61586|P19784|P26358|Q92769|P09601|P05556|P16435|P50897|Q04724|O76024|Q13546|Q9Y4L1|P37198|Q9NY61|	RHOA|CSNK2A2|DNMT1|HDAC2|HMOX1|ITGB1|POR|PPT1|TLE1|WFS1|RIPK1|HYOU1|NUP62|AATF|
GO:0060562	epithelial tube morphogenesis	biological_process	0.0023866613017287396	P61586|P67870|P17612|P11233|Q86YT6|	RHOA|CSNK2B|PRKACA|RALA|MIB1|
GO:0060589	nucleoside-triphosphatase regulator activity	molecular_function	0.39620274537601957	P05026|P52306|Q9H173|Q9HAV7|Q96DA6|	ATP1B1|RAP1GDS1|SIL1|GRPEL1|DNAJC19|
GO:0060590	ATPase regulator activity	molecular_function	0.3149684288245026	P05026|Q9H173|Q9HAV7|Q96DA6|	ATP1B1|SIL1|GRPEL1|DNAJC19|
GO:0060627	regulation of vesicle-mediated transport	biological_process	0.02499329740151222	P62330|Q15904|P55085|O95573|P09601|P61006|Q08431|P50897|P51148|P11233|P35241|P51149|P61026|Q12907|Q9H270|Q86YT6|Q4KMQ2|	ARF6|ATP6AP1|F2RL1|ACSL3|HMOX1|RAB8A|MFGE8|PPT1|RAB5C|RALA|RDX|RAB7A|RAB10|LMAN2|VPS11|MIB1|ANO6|
GO:0060759	regulation of response to cytokine stimulus	biological_process	0.8611386820779643	Q08117|P55085|Q13546|	AES|F2RL1|RIPK1|
GO:0060828	regulation of canonical Wnt signaling pathway	biological_process	0.6010828200137911	Q08117|Q04724|Q04726|O14745|P62877|Q13283|	AES|TLE1|TLE3|SLC9A3R1|RBX1|G3BP1|
GO:0061008	hepaticobiliary system development	biological_process	0.3149684288245026	P62330|P19784|P67870|P09601|	ARF6|CSNK2A2|CSNK2B|HMOX1|
GO:0061013	regulation of mRNA catabolic process	biological_process	5.9822304740485055E-5	Q9HCE1|Q92900|P35658|Q13310|Q96B26|Q13868|P11940|Q9NQT5|Q9NQT4|	MOV10|UPF1|NUP214|PABPC4|EXOSC8|EXOSC2|PABPC1|EXOSC3|EXOSC5|
GO:0061014	positive regulation of mRNA catabolic process	biological_process	0.005483653277737073	Q9HCE1|Q92900|P11940|	MOV10|UPF1|PABPC1|
GO:0061024	membrane organization	biological_process	3.6324913606626823E-4	O94973|P61586|P05026|Q96CW1|Q08379|P61006|Q08431|P50897|P62820|P11233|P51149|O00203|Q96JC1|Q9UH99|P62072|Q9Y5J7|Q9H270|Q9NQC3|Q9BQQ3|Q8TD19|Q4KMQ2|	AP2A2|RHOA|ATP1B1|AP2M1|GOLGA2|RAB8A|MFGE8|PPT1|RAB1A|RALA|RAB7A|AP3B1|VPS39|SUN2|TIMM10|TIMM9|VPS11|RTN4|GORASP1|NEK9|ANO6|
GO:0061025	membrane fusion	biological_process	9.453907217392126E-4	P61006|P51149|Q96JC1|Q9H270|	RAB8A|RAB7A|VPS39|VPS11|
GO:0061061	muscle structure development	biological_process	0.07185340703421195	P61586|P49454|P05556|	RHOA|CENPF|ITGB1|
GO:0061136	regulation of proteasomal protein catabolic process	biological_process	0.04836603229972034	P17612|P62877|Q13438|Q96DZ1|	PRKACA|RBX1|OS9|ERLEC1|
GO:0061245	establishment or maintenance of bipolar cell polarity	biological_process	0.04692563119074478	P61586|Q7KZI7|O14745|	RHOA|MARK2|SLC9A3R1|
GO:0061337	cardiac conduction	biological_process	0.005483653277737073	P05026|P17612|Q99996|	ATP1B1|PRKACA|AKAP9|
GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	biological_process	3.678756898097148E-4	Q13617|P62877|	CUL2|RBX1|
GO:0061458	reproductive system development	biological_process	0.8088205323061611	O75534|O76061|Q96DA6|	CSDE1|STC2|DNAJC19|
GO:0061564	axon development	biological_process	0.036757251463804194	Q7KZI7|P05556|P61006|P61026|O75592|Q8N4C6|Q9NQC3|	MARK2|ITGB1|RAB8A|RAB10|MYCBP2|NIN|RTN4|
GO:0061630	ubiquitin protein ligase activity	molecular_function	0.00701751291606698	Q13617|P62877|Q9H4P4|O75592|Q9NXK8|	CUL2|RBX1|RNF41|MYCBP2|FBXL12|
GO:0061659	ubiquitin-like protein ligase activity	molecular_function	0.00701751291606698	Q13617|P62877|Q9H4P4|O75592|Q9NXK8|	CUL2|RBX1|RNF41|MYCBP2|FBXL12|
GO:0061695	transferase complex, transferring phosphorus-containing groups	cellular_component	0.009554216538199987	P13984|P09884|P49642|P49643|P13861|Q14181|	GTF2F2|POLA1|PRIM1|PRIM2|PRKAR2A|POLA2|
GO:0061842	microtubule organizing center localization	biological_process	0.07185340703421195	Q99996|Q9UH99|Q8N4C6|	AKAP9|SUN2|NIN|
GO:0061919	process utilizing autophagic mechanism	biological_process	0.0024260569429539335	Q7KZI7|P61006|P62820|P51149|Q9H4P4|Q96JC1|Q9H270|	MARK2|RAB8A|RAB1A|RAB7A|RNF41|VPS39|VPS11|
GO:0061951	establishment of protein localization to plasma membrane	biological_process	0.5938024080403933	P61006|P61026|Q7Z5G4|	RAB8A|RAB10|GOLGA7|
GO:0062012	regulation of small molecule metabolic process	biological_process	0.42580108506480596	P61586|P16435|Q2T9J0|	RHOA|POR|TYSND1|
GO:0062023	collagen-containing extracellular matrix	cellular_component	0.0033605461663601855	P12109|P35555|P35556|Q08431|	COL6A1|FBN1|FBN2|MFGE8|
GO:0065002	intracellular protein transmembrane transport	biological_process	0.005908720587060495	P09132|P61011|O76094|P62072|Q9Y5J7|Q9HAV7|Q96DA6|	SRP19|SRP54|SRP72|TIMM10|TIMM9|GRPEL1|DNAJC19|
GO:0065003	protein-containing complex assembly	biological_process	0.4028066827369467	Q9Y276|P49454|P12109|P67870|P27105|O95573|P62873|Q08379|P09601|P14735|Q9Y6M9|P52948|P17612|P62820|P52306|P25440|P09132|P61011|Q04724|Q04726|Q15056|Q13546|O14745|Q5VU43|Q9UN86|P62877|Q99996|Q13283|Q9UDR5|Q96CW5|O95391|Q9BSJ2|Q9NU22|P37198|Q9H845|Q9UJZ1|Q9Y375|Q9Y399|Q8N4C6|Q9BQ95|Q7Z3B4|Q9NQC3|Q9BQQ3|Q9H773|Q8N183|Q4KMQ2|Q2T9J0|	BCS1L|CENPF|COL6A1|CSNK2B|STOM|ACSL3|GNB1|GOLGA2|HMOX1|IDE|NDUFB9|NUP98|PRKACA|RAB1A|RAP1GDS1|BRD2|SRP19|SRP54|TLE1|TLE3|EIF4H|RIPK1|SLC9A3R1|PDE4DIP|G3BP2|RBX1|AKAP9|G3BP1|AASS|TUBGCP3|SLU7|TUBGCP2|MDN1|NUP62|ACAD9|STOML2|NDUFAF1|MRPS2|NIN|ECSIT|NUP54|RTN4|GORASP1|DCTPP1|NDUFAF2|ANO6|TYSND1|
GO:0065004	protein-DNA complex assembly	biological_process	0.42580108506480596	P49454|P25440|P62877|	CENPF|BRD2|RBX1|
GO:0065007	biological regulation	biological_process	0.002798507767205543	P11310|O94973|Q08117|P62330|P61586|P05026|P38606|Q15904|P49454|Q96CW1|P19784|P67870|P26358|Q7KZI7|P27105|P55085|O95573|P35555|P35556|P55789|P06280|P62873|P63218|Q08379|Q14789|P13984|Q92769|P09601|P14735|P05556|Q9P0L2|P27448|P61006|Q08431|Q9HCE1|P52948|O95613|P09884|P16435|P50897|P49642|P49643|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P52306|P35241|Q92900|P25440|Q04724|Q04726|Q15056|O76024|O75534|P51149|P35658|Q13617|P78406|O00203|O76061|Q13546|Q13310|O14745|Q5VU43|Q66GS9|Q14157|Q9UN86|P62877|Q99996|Q13283|Q9H4P4|O00566|P61970|O43823|Q9Y4L1|P61916|P61026|Q13438|Q12907|Q7Z7A1|O14578|O95684|Q9BV73|Q96B26|Q9NP72|Q9Y2I6|Q9BS26|O75592|Q92552|Q92615|Q13868|O60885|P37198|Q14181|Q9UH99|Q9Y3U8|Q8NEJ9|Q9NY61|P11940|Q96DZ1|Q9NZL9|Q9UHD2|Q9UJZ1|Q9NQT5|Q7Z5G4|Q8N4C6|Q9BQ95|P61106|Q7Z3B4|Q9NXK8|Q96SN8|Q9H270|Q9NQT4|Q9NQC3|Q8IWA5|Q86YT6|Q9H173|Q9BQQ3|Q9C0D3|Q8NBJ5|Q8TAD8|Q9H7Z7|Q9HAV7|Q8N183|Q96HR9|Q96DA6|Q4KMQ2|Q2T9J0|	ACADM|AP2A2|AES|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|CSNK2A2|CSNK2B|DNMT1|MARK2|STOM|F2RL1|ACSL3|FBN1|FBN2|GFER|GLA|GNB1|GNG5|GOLGA2|GOLGB1|GTF2F2|HDAC2|HMOX1|IDE|ITGB1|MARK1|MARK3|RAB8A|MFGE8|MOV10|NUP98|PCNT|POLA1|POR|PPT1|PRIM1|PRIM2|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RAP1GDS1|RDX|UPF1|BRD2|TLE1|TLE3|EIF4H|WFS1|CSDE1|RAB7A|NUP214|CUL2|RAE1|AP3B1|STC2|RIPK1|PABPC4|SLC9A3R1|PDE4DIP|CEP135|UBAP2L|G3BP2|RBX1|AKAP9|G3BP1|RNF41|MPHOSPH10|NUTF2|AKAP8|HYOU1|NPC2|RAB10|OS9|LMAN2|CNTRL|CIT|FGFR1OP|CEP250|EXOSC8|RAB18|NINL|ERP44|MYCBP2|MRPS27|LARP4B|EXOSC2|BRD4|NUP62|POLA2|SUN2|RPL36|NGDN|AATF|PABPC1|ERLEC1|MAT2B|TBK1|STOML2|EXOSC3|GOLGA7|NIN|ECSIT|RAB14|NUP54|FBXL12|CDK5RAP2|VPS11|EXOSC5|RTN4|SLC44A2|MIB1|SIL1|GORASP1|ZYG11B|COLGALT1|SNIP1|PTGES2|GRPEL1|NDUFAF2|REEP6|DNAJC19|ANO6|TYSND1|
GO:0065008	regulation of biological quality	biological_process	0.5943196647369295	P62330|P61586|P05026|P38606|Q15904|Q96CW1|Q7KZI7|P55085|P35555|P35556|P06280|P62873|Q92769|P09601|P14735|P61006|Q9HCE1|P09884|P16435|P50897|P49642|P49643|P17612|P13861|P31323|P62820|P52306|P35241|Q92900|Q04726|O76024|P51149|P35658|O00203|O76061|Q13310|O14745|Q14157|Q9UN86|Q99996|P61916|Q13438|O14578|Q96B26|Q9BS26|Q13868|Q14181|Q9UH99|P11940|Q9UJZ1|Q9NQT5|Q7Z5G4|Q9H270|Q9NQT4|Q9NQC3|Q9H7Z7|Q8N183|Q4KMQ2|	ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|AP2M1|MARK2|F2RL1|FBN1|FBN2|GLA|GNB1|HDAC2|HMOX1|IDE|RAB8A|MOV10|POLA1|POR|PPT1|PRIM1|PRIM2|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAP1GDS1|RDX|UPF1|TLE3|WFS1|RAB7A|NUP214|AP3B1|STC2|PABPC4|SLC9A3R1|UBAP2L|G3BP2|AKAP9|NPC2|OS9|CIT|EXOSC8|ERP44|EXOSC2|POLA2|SUN2|PABPC1|STOML2|EXOSC3|GOLGA7|VPS11|EXOSC5|RTN4|PTGES2|NDUFAF2|ANO6|
